food_code,food_name,food_category,representative_food,serving_basis,calories,carbs,protein,fat,sugar,sodium,source
D202-120180000-0113,피자_통새우불고기(R),빵 및 과자류,피자,100g,225,,14.17,,3.74,325,식품의약품안전처
D202-120180000-0112,피자_통새우불고기(M),빵 및 과자류,피자,100g,219,,13.33,,5.33,405,식품의약품안전처
D202-120180000-0111,피자_통새우불고기(L),빵 및 과자류,피자,100g,219,,13.33,,5.33,405,식품의약품안전처
D202-120000000-1482,피자_통새우불고기 피자 (L),빵 및 과자류,피자,100g,219,,13.33,,5.33,405,식품의약품안전처
D202-120000000-3492,피자_통새우 피자 (L),빵 및 과자류,피자,100g,237,,12.37,,4.64,593,식품의약품안전처
D202-120000000-3491,피자_통삽겹파인 피자,빵 및 과자류,피자,100g,282,,13.45,,5.88,454,식품의약품안전처
D202-120000000-4736,피자_통삼겹파인(XL),빵 및 과자류,피자,100g,282,,13.45,,5.88,454,식품의약품안전처
D202-120000000-4735,피자_통삼겹파인(R),빵 및 과자류,피자,100g,280,,13.19,,5.5,451,식품의약품안전처
D202-120000000-3490,피자_통베이컨할라피뇨 피자 (M),빵 및 과자류,피자,100g,258,,15.05,,3.23,366,식품의약품안전처
D202-120000000-3489,피자_통베이컨할라피뇨 피자 (L),빵 및 과자류,피자,100g,259,,14.66,,3.45,371,식품의약품안전처
D202-120180000-0110,피자_통마늘소불고기피자씬(L),빵 및 과자류,피자,100g,368,,15.65,,2.04,146,식품의약품안전처
D202-120000000-1480,피자_통마늘불고기 피자 (L),빵 및 과자류,피자,100g,244,,11.58,,6.27,300,식품의약품안전처
D202-120180000-0109,피자_통마늘 불고기 피자씬도우(R),빵 및 과자류,피자,100g,70,,4.9,,1.97,131,식품의약품안전처
D202-120180000-0108,피자_통마늘 불고기 피자씬도우(L),빵 및 과자류,피자,100g,105,,7.35,,2.96,197,식품의약품안전처
D202-120180000-0107,피자_통마늘 불고기 피자밀도우(R),빵 및 과자류,피자,100g,70,,4.91,,1.96,131,식품의약품안전처
D202-120180000-0106,피자_통마늘 불고기 피자밀도우(L),빵 및 과자류,피자,100g,104,,7.37,,2.98,197,식품의약품안전처
D202-120000000-1479,피자_통마늘 불고기 피자 씬도우 (R),빵 및 과자류,피자,100g,70,,4.9,,1.97,131,식품의약품안전처
D202-120000000-1478,피자_통마늘 불고기 피자 씬도우 (L),빵 및 과자류,피자,100g,105,,7.35,,2.96,197,식품의약품안전처
D202-120000000-1477,피자_통마늘 불고기 피자 밀도우 (R),빵 및 과자류,피자,100g,70,,4.91,,1.96,131,식품의약품안전처
D202-120000000-1476,피자_통마늘 불고기 피자 밀도우 (L),빵 및 과자류,피자,100g,104,,7.37,,2.98,197,식품의약품안전처
D202-120000000-3486,피자_토핑킹&수퍼슈프림 피자 프리첼 치즈 (L),빵 및 과자류,피자,100g,251,,10.6,,6.07,495,식품의약품안전처
D202-120000000-3485,피자_토핑킹&수퍼슈프림 피자 프리미엄 오리지널 (L),빵 및 과자류,피자,100g,250,,12.83,,3.17,593,식품의약품안전처
D202-120000000-3484,피자_토핑킹&수퍼슈프림 피자 리치골드 (L),빵 및 과자류,피자,100g,249,,12.15,,3.93,486,식품의약품안전처
D202-120000000-3483,피자_토핑킹&수퍼슈프림 피자 더블치즈크러스트 (L),빵 및 과자류,피자,100g,252,,13.95,,2.61,537,식품의약품안전처
D202-120000000-3482,피자_토핑킹 피자 프리첼 치즈 (M),빵 및 과자류,피자,100g,262,,11.28,,6.64,488,식품의약품안전처
D202-120000000-3481,피자_토핑킹 피자 프리첼 치즈 (L),빵 및 과자류,피자,100g,255,,11.32,,6.29,515,식품의약품안전처
D202-120000000-3480,피자_토핑킹 피자 프리미엄 오리지널 (M),빵 및 과자류,피자,100g,260,,13.76,,3.56,618,식품의약품안전처
D202-120000000-3479,피자_토핑킹 피자 프리미엄 오리지널 (L),빵 및 과자류,피자,100g,257,,13.59,,3.67,615,식품의약품안전처
D202-120000000-3478,피자_토핑킹 피자 리치골드 M,빵 및 과자류,피자,100g,258,,12.88,,4.6,479,식품의약품안전처
D202-120000000-3477,피자_토핑킹 피자 리치골드 (L),빵 및 과자류,피자,100g,253,,12.73,,4.19,505,식품의약품안전처
D202-120000000-3476,피자_토핑킹 피자 더블치즈크러스트 (M),빵 및 과자류,피자,100g,264,,15.08,,2.95,540,식품의약품안전처
D202-120000000-3475,피자_토핑킹 피자 더블치즈크러스트 (L),빵 및 과자류,피자,100g,257,,14.46,,2.95,1156,식품의약품안전처
D202-120000000-3474,피자_토핑농장 피자 (L),빵 및 과자류,피자,100g,205,,10,,7.95,448,식품의약품안전처
D202-120000000-3471,피자_텍사스 풀드포크 피자 (XL),빵 및 과자류,피자,100g,259,,15.32,,5.57,411,식품의약품안전처
D202-120000000-4734,피자_텍사스 폴드포크 (R),빵 및 과자류,피자,100g,269,,15.93,,5.79,427,식품의약품안전처
D202-120000000-1475,피자_탑콤비네이션 피자 (L),빵 및 과자류,피자,100g,219,,10.02,,3.46,345,식품의약품안전처
D202-120000000-1474,피자_탑치즈 피자 (L),빵 및 과자류,피자,100g,327,,17.67,,4.05,476,식품의약품안전처
D202-120000000-1473,피자_탄탄불고기 피자 씬도우 (R),빵 및 과자류,피자,100g,68,,5.46,,1.91,154,식품의약품안전처
D202-120000000-1472,피자_탄탄불고기 피자 씬도우 (L),빵 및 과자류,피자,100g,103,,8.19,,2.87,230,식품의약품안전처
D202-120000000-1471,피자_탄탄불고기 피자 밀도우 (R),빵 및 과자류,피자,100g,68,,5.44,,1.93,154,식품의약품안전처
D202-120000000-1470,피자_탄탄불고기 피자 밀도우 (L),빵 및 과자류,피자,100g,103,,8.19,,2.88,230,식품의약품안전처
D202-120000000-1469,피자_타코골드 피자 (L),빵 및 과자류,피자,100g,286,,16.67,,3.69,643,식품의약품안전처
D202-120000000-1468,피자_킹크래미 피자 (XL),빵 및 과자류,피자,100g,273,,11.56,,3.4,414,식품의약품안전처
D202-120000000-3469,피자_킹쉬림프 피자 (R),빵 및 과자류,피자,100g,234,,10.18,,4,382,식품의약품안전처
D202-120000000-3468,피자_킹쉬림프 피자 (L),빵 및 과자류,피자,100g,233,,10.06,,4,382,식품의약품안전처
D202-120000000-4733,피자_킹쉬림프 (R),빵 및 과자류,피자,100g,198,,8.2,,3.28,322,식품의약품안전처
D202-120000000-4732,피자_킹쉬림프 (L),빵 및 과자류,피자,100g,213,,9.16,,3.82,349,식품의약품안전처
D202-120000000-1467,피자_킹소시지 피자,빵 및 과자류,피자,100g,260,,12.72,,3.02,468,식품의약품안전처
D202-120000000-3467,피자_킹새우통치킨 피자 (L),빵 및 과자류,피자,100g,246,,12.45,,4.56,436,식품의약품안전처
D202-120000000-1466,피자_킹 브레드 쉬림프 골드 피자 크림치즈 (R),빵 및 과자류,피자,100g,290,,17.39,,4.35,453,식품의약품안전처
D202-120000000-3466,피자_킹 브레드 쉬림프 골드 피자 크림치즈 (M),빵 및 과자류,피자,100g,244,,14.39,,4.03,381,식품의약품안전처
D202-120000000-1465,피자_킹 브레드 쉬림프 골드 피자 크림치즈 (L),빵 및 과자류,피자,100g,234,,12.34,,4.25,388,식품의약품안전처
D202-120000000-1464,피자_킹 브레드 쉬림프 골드 피자 치즈캡 (R),빵 및 과자류,피자,100g,245,,17.31,,2.88,443,식품의약품안전처
D202-120000000-3454,피자_킹 브레드 쉬림프 골드 피자 치즈캡 (M),빵 및 과자류,피자,100g,245,,16.98,,2.45,442,식품의약품안전처
D202-120000000-1463,피자_킹 브레드 쉬림프 골드 피자 치즈캡 (L),빵 및 과자류,피자,100g,233,,14.68,,2.73,445,식품의약품안전처
D202-120000000-1462,피자_킹 브레드 쉬림프 골드 피자 에그타르트 (R),빵 및 과자류,피자,100g,287,,16.3,,5.43,422,식품의약품안전처
D202-120000000-3452,피자_킹 브레드 쉬림프 골드 피자 에그타르트 (M),빵 및 과자류,피자,100g,250,,14.62,,5.17,366,식품의약품안전처
D202-120000000-1461,피자_킹 브레드 쉬림프 골드 피자 에그타르트 (L),빵 및 과자류,피자,100g,239,,12.54,,5.36,374,식품의약품안전처
D202-120000000-1460,피자_킹 브레드 쉬림프 골드 피자 노엣지 (R),빵 및 과자류,피자,100g,242,,16.22,,2.7,411,식품의약품안전처
D202-120000000-3448,피자_킹 브레드 쉬림프 골드 피자 노엣지 (M),빵 및 과자류,피자,100g,242,,16.16,,2.77,412,식품의약품안전처
D202-120000000-1459,피자_킹 브레드 쉬림프 골드 피자 노엣지 (L),빵 및 과자류,피자,100g,229,,13.74,,3.03,420,식품의약품안전처
D202-120000000-1458,피자_킹 브레드 쉬림프 골드 피자 골드 (R),빵 및 과자류,피자,100g,280,,17.39,,4.35,470,식품의약품안전처
D202-120000000-3450,피자_킹 브레드 쉬림프 골드 피자 골드 (M),빵 및 과자류,피자,100g,243,,15.41,,3.55,408,식품의약품안전처
D202-120000000-1457,피자_킹 브레드 쉬림프 골드 피자 골드 (L),빵 및 과자류,피자,100g,233,,13.38,,3.71,416,식품의약품안전처
D202-120000000-3464,피자_킹 브레드 쉬림프 골드 칠리 피자 크림치즈 (M),빵 및 과자류,피자,100g,244,,14.37,,4.04,381,식품의약품안전처
D202-120000000-3463,피자_킹 브레드 쉬림프 골드 칠리 피자 크림치즈 (L),빵 및 과자류,피자,100g,234,,12.33,,4.27,388,식품의약품안전처
D202-120000000-3462,피자_킹 브레드 쉬림프 골드 칠리 피자 치즈캡 (M),빵 및 과자류,피자,100g,245,,16.99,,2.45,442,식품의약품안전처
D202-120000000-3461,피자_킹 브레드 쉬림프 골드 칠리 피자 치즈캡 (L),빵 및 과자류,피자,100g,233,,14.69,,2.73,445,식품의약품안전처
D202-120000000-3460,피자_킹 브레드 쉬림프 골드 칠리 피자 에그타르트 (M),빵 및 과자류,피자,100g,250,,14.6,,5.2,366,식품의약품안전처
D202-120000000-3459,피자_킹 브레드 쉬림프 골드 칠리 피자 에그타르트 (L),빵 및 과자류,피자,100g,239,,12.52,,5.39,373,식품의약품안전처
D202-120000000-3458,피자_킹 브레드 쉬림프 골드 칠리 피자 노엣지 (M),빵 및 과자류,피자,100g,242,,16.16,,2.77,412,식품의약품안전처
D202-120000000-3457,피자_킹 브레드 쉬림프 골드 칠리 피자 노엣지 (L),빵 및 과자류,피자,100g,229,,13.74,,3.03,420,식품의약품안전처
D202-120000000-3456,피자_킹 브레드 쉬림프 골드 칠리 피자 골드 칠리 (M),빵 및 과자류,피자,100g,243,,15.4,,3.56,408,식품의약품안전처
D202-120000000-3455,피자_킹 브레드 쉬림프 골드 칠리 피자 골드 칠리 (L),빵 및 과자류,피자,100g,233,,13.38,,3.72,416,식품의약품안전처
D202-120000000-4731,피자_킬바사소세지피자오리지널(L),빵 및 과자류,피자,100g,285,,12.83,,4.55,501,식품의약품안전처
D202-120000000-3446,피자_킬바사소세지 피자 (L),빵 및 과자류,피자,100g,285,,12.83,,4.55,501,식품의약품안전처
D202-120000000-1456,피자_클래식치즈 피자,빵 및 과자류,피자,100g,279,,14.71,,4.64,456,식품의약품안전처
D202-120000000-3445,피자_크림치즈포테이토 피자 (L),빵 및 과자류,피자,100g,246,,7.59,,7.59,363,식품의약품안전처
D202-120420000-0086,피자_크림치즈포테이토 (L),빵 및 과자류,피자,100g,275,,7.1,,7.74,347,식품의약품안전처
D202-120000000-3444,피자_크림치즈볼 피자 치즈링 (R),빵 및 과자류,피자,100g,265,,12.38,,6.67,428,식품의약품안전처
D202-120000000-3443,피자_크림치즈볼 피자 치즈링 (L),빵 및 과자류,피자,100g,266,,12.41,,6.9,422,식품의약품안전처
D202-120000000-3442,피자_크림치즈볼 피자 씬바샤삭 (R),빵 및 과자류,피자,100g,293,,10.39,,7.14,444,식품의약품안전처
D202-120000000-3441,피자_크림치즈볼 피자 씬바샤삭 (L),빵 및 과자류,피자,100g,297,,10.19,,6.48,425,식품의약품안전처
D202-120000000-3440,피자_크림치즈볼 피자 석쇠 (R),빵 및 과자류,피자,100g,269,,11.35,,7.57,374,식품의약품안전처
D202-120000000-3439,피자_크림치즈볼 피자 석쇠 (L),빵 및 과자류,피자,100g,269,,11.54,,7.69,373,식품의약품안전처
D202-120000000-3438,피자_크림치즈볼 피자 리코타링 (R),빵 및 과자류,피자,100g,275,,10.78,,7.84,403,식품의약품안전처
D202-120000000-3437,피자_크림치즈볼 피자 리코타링 (L),빵 및 과자류,피자,100g,275,,11.97,,7.75,401,식품의약품안전처
D202-120000000-3436,피자_크림치즈볼 피자 골드스윗 (R),빵 및 과자류,피자,100g,269,,10.81,,8.11,366,식품의약품안전처
D202-120000000-3435,피자_크림치즈볼 피자 골드스윗 (L),빵 및 과자류,피자,100g,273,,11.69,,7.79,370,식품의약품안전처
D202-120000000-4730,피자_크림치즈마르게리따,빵 및 과자류,피자,100g,137,,6.12,,2.04,241,식품의약품안전처
D202-120000000-3434,피자_크림치즈고르곤졸라 피자 (L),빵 및 과자류,피자,100g,323,,3.15,,1.62,379,식품의약품안전처
D202-120000000-1455,피자_크림치즈고구마 피자 (L),빵 및 과자류,피자,100g,288,,19,,4,375,식품의약품안전처
D202-120000000-1454,피자_크리스피핫치킨 피자 (L),빵 및 과자류,피자,100g,255,,17.17,,4.19,355,식품의약품안전처
D202-120000000-4729,피자_크리스피 치즈트리플,빵 및 과자류,피자,100g,342,,15.97,,2.08,683,식품의약품안전처
D202-120000000-3432,피자_크리스피 치즈 페퍼로니 피자 씬 (F),빵 및 과자류,피자,100g,324,,14.66,,2.44,671,식품의약품안전처
D202-120410000-0022,피자_크리스피 치즈 페퍼로니,빵 및 과자류,피자,100g,323,,14.64,,2.44,670,식품의약품안전처
D202-120000000-3431,피자_크리스피 치즈 트리플 피자 씬 (F),빵 및 과자류,피자,100g,342,,15.94,,2.08,682,식품의약품안전처
D202-120000000-4728,피자_크리스피 더블치즈 디트로이트,빵 및 과자류,피자,100g,235,,11.94,,3.55,401,식품의약품안전처
D202-120000000-1453,피자_크로스포테이토 피자 (L),빵 및 과자류,피자,100g,263,,12.19,,3.36,232,식품의약품안전처
D202-120000000-4727,피자_크레이지불새피자,빵 및 과자류,피자,100g,241,,15.29,,5.15,642,식품의약품안전처
D202-120000000-1452,피자_크레이지불새 피자 (L),빵 및 과자류,피자,100g,241,,15.29,,5.14,642,식품의약품안전처
D202-120000000-4726,피자_크런치골드씬(R),빵 및 과자류,피자,100g,251,,11.82,,3.49,361,식품의약품안전처
D202-120000000-4725,피자_크런치골드씬(L),빵 및 과자류,피자,100g,251,,12.16,,3.46,364,식품의약품안전처
D202-120000000-1451,피자_크런치골드 피자 씬 (R),빵 및 과자류,피자,100g,251,,12.17,,3.48,360,식품의약품안전처
D202-120000000-1450,피자_크런치골드 피자 씬 (L),빵 및 과자류,피자,100g,250,,12.16,,3.38,363,식품의약품안전처
D202-120000000-3426,피자_크랩&립하우스 피자 치즈버스트 오리지널 (L),빵 및 과자류,피자,100g,281,28.77,11.92,13.09,3.72,529,식품의약품안전처
D202-120000000-3425,피자_크랩&립하우스 피자 치즈버스트 나폴리 (L),빵 및 과자류,피자,100g,289,23.67,12.83,15.92,3.03,560,식품의약품안전처
D202-120000000-3424,피자_크랩&립하우스 피자 오리지널 (M),빵 및 과자류,피자,100g,279,32.59,12.13,11.08,3.6,486,식품의약품안전처
D202-120000000-3423,피자_크랩&립하우스 피자 오리지널 (L),빵 및 과자류,피자,100g,275,31.67,11.4,11.37,3.84,456,식품의약품안전처
D202-120000000-3422,피자_크랩&립하우스 피자 씬 (M),빵 및 과자류,피자,100g,314,23.55,12.13,19.01,7.43,566,식품의약품안전처
D202-120000000-3421,피자_크랩&립하우스 피자 씬 (L),빵 및 과자류,피자,100g,322,24.25,11.7,19.72,7.69,520,식품의약품안전처
D202-120000000-3420,피자_크랩&립하우스 피자 슈화 더블 치즈 페퍼로니 엣지 (M),빵 및 과자류,피자,100g,332,28.4,14.89,13.29,4.8,532,식품의약품안전처
D202-120000000-3419,피자_크랩&립하우스 피자 슈화 더블 치즈 페퍼로니 엣지 (L),빵 및 과자류,피자,100g,321,28.33,14.3,13,5.51,527,식품의약품안전처
D202-120000000-3418,피자_크랩&립하우스 피자 슈퍼시드 화이버 오리지널 (M),빵 및 과자류,피자,100g,271,34.63,11,9.88,4.8,357,식품의약품안전처
