food_code,food_name,food_category,representative_food,serving_basis,calories,carbs,protein,fat,sugar,sodium,source
D202-120000000-3564,피자_페퍼로니 피자 골드링 (F),빵 및 과자류,피자,100g,299,,12.87,,7.15,607,식품의약품안전처
D202-120000000-1595,피자_페퍼로니 피자 (XL),빵 및 과자류,피자,100g,271,,19.15,,2.82,354,식품의약품안전처
D202-120000000-1593,피자_페퍼로니 피자 (R),빵 및 과자류,피자,100g,281,,11.02,,5.08,636,식품의약품안전처
D202-120000000-1592,피자_페퍼로니 피자 (P),빵 및 과자류,피자,100g,281,,10.91,,4.55,634,식품의약품안전처
D202-120000000-1591,피자_페퍼로니 피자 (M),빵 및 과자류,피자,100g,269,,15.45,,4.22,500,식품의약품안전처
D202-120000000-1590,피자_페퍼로니 피자 (L),빵 및 과자류,피자,100g,279,32.59,14.92,8.9,6.76,479,식품의약품안전처
D202-120000000-1581,피자_페퍼로니 피자 (F),빵 및 과자류,피자,100g,281,,11.11,,4.63,634,식품의약품안전처
D202-120000000-3615,피자_페퍼로니 피자 (7인치),빵 및 과자류,피자,100g,267,,13.33,,5.56,633,식품의약품안전처
D202-120000000-3614,피자_페퍼로니 피자 (12인치),빵 및 과자류,피자,100g,250,,11.33,,4.67,600,식품의약품안전처
D202-120000000-1617,피자_페퍼로니 피자,빵 및 과자류,피자,100g,303,25.34,15.07,13.01,0.68,279,식품의약품안전처
D202-120000000-1577,피자_페퍼로니 플러스 피자 치즈캡 (R),빵 및 과자류,피자,100g,296,,17.45,,2.68,545,식품의약품안전처
D202-120000000-3597,피자_페퍼로니 플러스 피자 치즈캡 (M),빵 및 과자류,피자,100g,285,,16.67,,3.67,498,식품의약품안전처
D202-120000000-1576,피자_페퍼로니 플러스 피자 치즈캡 (L),빵 및 과자류,피자,100g,274,,15.13,,3.87,475,식품의약품안전처
D202-120000000-1575,피자_페퍼로니 플러스 피자 오리진 (R),빵 및 과자류,피자,100g,149,,7.94,,1.59,259,식품의약품안전처
D202-120000000-3595,피자_페퍼로니 플러스 피자 오리진 (M),빵 및 과자류,피자,100g,288,,15.42,,4.36,466,식품의약품안전처
D202-120000000-1574,피자_페퍼로니 플러스 피자 오리진 (L),빵 및 과자류,피자,100g,275,,13.87,,4.47,444,식품의약품안전처
D202-120000000-3593,피자_페퍼로니 플러스 1인피자,빵 및 과자류,피자,100g,319,,14.83,,4.59,569,식품의약품안전처
D202-120410000-0061,피자_페퍼로니 크루아상,빵 및 과자류,피자,100g,336,,11.39,,3.62,623,식품의약품안전처
D202-120410000-0060,피자_페퍼로니 치즈롤 (P),빵 및 과자류,피자,100g,291,,12.65,,3.51,672,식품의약품안전처
D202-120410000-0059,피자_페퍼로니 치즈롤 (L),빵 및 과자류,피자,100g,291,,13.18,,3.77,671,식품의약품안전처
D202-120410000-0058,피자_페퍼로니 치즈롤 (F),빵 및 과자류,피자,100g,291,,12.74,,3.54,672,식품의약품안전처
D202-120410000-0057,피자_페퍼로니 씬,빵 및 과자류,피자,100g,315,,12.25,,1.89,624,식품의약품안전처
D202-120000000-3604,피자_페퍼로니 시카고 피자,빵 및 과자류,피자,100g,318,24.48,13.99,,2.8,484,식품의약품안전처
D202-120410000-0056,피자_페퍼로니 스파이시 갈릭 치즈롤 (P),빵 및 과자류,피자,100g,297,,13.08,,4.36,650,식품의약품안전처
D202-120410000-0055,피자_페퍼로니 스파이시 갈릭 치즈롤 (L),빵 및 과자류,피자,100g,297,,13.38,,3.82,650,식품의약품안전처
D202-120410000-0054,피자_페퍼로니 스파이시 갈릭 치즈롤 (F),빵 및 과자류,피자,100g,298,,13.1,,4.37,651,식품의약품안전처
D202-120000000-1571,피자_페퍼로니 마니아 피자,빵 및 과자류,피자,100g,284,,13.22,,4.21,549,식품의약품안전처
D202-120410000-0053,피자_페퍼로니 골드링 씬,빵 및 과자류,피자,100g,312,,11.58,,5.07,557,식품의약품안전처
D202-120410000-0052,피자_페퍼로니 골드링 (P),빵 및 과자류,피자,100g,299,,12.56,,7.27,607,식품의약품안전처
D202-120410000-0051,피자_페퍼로니 골드링 (L),빵 및 과자류,피자,100g,299,,12.82,,7.48,607,식품의약품안전처
D202-120410000-0050,피자_페퍼로니 골드링 (F),빵 및 과자류,피자,100g,299,,12.87,,7.15,607,식품의약품안전처
D202-120410000-0049,피자_페퍼로니 (R),빵 및 과자류,피자,100g,281,,11.02,,5.09,636,식품의약품안전처
D202-120410000-0048,피자_페퍼로니 (P),빵 및 과자류,피자,100g,282,,10.94,,4.56,635,식품의약품안전처
D202-120410000-0047,피자_페퍼로니 (L),빵 및 과자류,피자,100g,322,,12.87,,5.94,412,식품의약품안전처
D202-120410000-0045,피자_페퍼로니 (F),빵 및 과자류,피자,100g,282,,11.13,,4.64,635,식품의약품안전처
D202-120000000-1568,피자_페퍼디언스 피자 (R),빵 및 과자류,피자,100g,259,,14.06,,4.3,339,식품의약품안전처
D202-120000000-1567,피자_페퍼디언스 피자 (L),빵 및 과자류,피자,100g,257,,13.71,,4.27,338,식품의약품안전처
D202-120000000-1566,피자_페파불나 피자 (L),빵 및 과자류,피자,100g,288,,17,,3,579,식품의약품안전처
D202-120410000-0044,피자_페파로니흑미치즈크러스트(R),빵 및 과자류,피자,100g,227,,12.99,,4.46,461,식품의약품안전처
D202-120410000-0043,피자_페파로니흑미치즈크러스트(L),빵 및 과자류,피자,100g,233,,13.34,,4.51,457,식품의약품안전처
D202-120410000-0042,피자_페파로니흑미스크린(R),빵 및 과자류,피자,100g,237,,12.58,,4.81,449,식품의약품안전처
D202-120410000-0041,피자_페파로니흑미스크린(L),빵 및 과자류,피자,100g,241,,13.08,,4.77,447,식품의약품안전처
D202-120410000-0040,피자_페파로니팬(R),빵 및 과자류,피자,100g,251,,12.61,,3.18,439,식품의약품안전처
D202-120410000-0039,피자_페파로니팬(L),빵 및 과자류,피자,100g,250,,13.23,,3.14,442,식품의약품안전처
D202-120410000-0038,피자_페파로니치즈크러스트(R),빵 및 과자류,피자,100g,240,,12.96,,3.07,451,식품의약품안전처
D202-120410000-0037,피자_페파로니치즈크러스트(L),빵 및 과자류,피자,100g,242,,13.46,,3.06,451,식품의약품안전처
D202-120410000-0036,피자_페파로니체다크림크러스트(R),빵 및 과자류,피자,100g,247,,11.96,,5.25,486,식품의약품안전처
D202-120410000-0035,피자_페파로니체다크림크러스트(L),빵 및 과자류,피자,100g,246,,12.54,,5.12,486,식품의약품안전처
D202-120410000-0034,피자_페파로니씬(R),빵 및 과자류,피자,100g,261,,13.3,,3.37,440,식품의약품안전처
D202-120410000-0033,피자_페파로니씬(L),빵 및 과자류,피자,100g,260,,14.14,,3.3,444,식품의약품안전처
D202-120410000-0032,피자_페파로니백미치즈크러스트(R),빵 및 과자류,피자,100g,233,,13.07,,5.48,509,식품의약품안전처
D202-120410000-0031,피자_페파로니백미치즈크러스트(L),빵 및 과자류,피자,100g,239,,13.43,,5.61,509,식품의약품안전처
D202-120410000-0030,피자_페파로니백미스크린(R),빵 및 과자류,피자,100g,244,,12.67,,5.99,505,식품의약품안전처
D202-120410000-0029,피자_페파로니백미스크린(L),빵 및 과자류,피자,100g,248,,13.18,,6.01,506,식품의약품안전처
D202-120410000-0028,피자_페파로니밀스크린치즈크러스트(R),빵 및 과자류,피자,100g,239,,13.07,,3,518,식품의약품안전처
D202-120410000-0027,피자_페파로니밀스크린치즈크러스트(L),빵 및 과자류,피자,100g,246,,13.42,,2.92,519,식품의약품안전처
D202-120410000-0026,피자_페파로니밀스크린(R),빵 및 과자류,피자,100g,250,,12.68,,3.11,515,식품의약품안전처
D202-120410000-0025,피자_페파로니밀스크린(L),빵 및 과자류,피자,100g,255,,13.18,,2.99,517,식품의약품안전처
D202-120410000-0024,피자_페파로니고구마크러스트(R),빵 및 과자류,피자,100g,245,,11.43,,4.68,404,식품의약품안전처
D202-120410000-0023,피자_페파로니고구마크러스트(L),빵 및 과자류,피자,100g,244,,12.04,,4.58,408,식품의약품안전처
D202-120000000-1549,피자_페파로니 피자바이트 (L),빵 및 과자류,피자,100g,280,,13.77,,5.19,610,식품의약품안전처
D202-120000000-1565,피자_페파로니 피자 흑미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,227,,12.35,,4.94,459,식품의약품안전처
D202-120000000-1564,피자_페파로니 피자 흑미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,233,,13.39,,4.46,455,식품의약품안전처
D202-120000000-1563,피자_페파로니 피자 흑미스크린 (R),빵 및 과자류,피자,100g,237,,12.86,,4.29,450,식품의약품안전처
D202-120000000-1562,피자_페파로니 피자 흑미스크린 (L),빵 및 과자류,피자,100g,242,,13,,5,449,식품의약품안전처
D202-120000000-1561,피자_페파로니 피자 팬 (R),빵 및 과자류,피자,100g,251,,12.2,,3.66,439,식품의약품안전처
D202-120000000-1560,피자_페파로니 피자 팬 (L),빵 및 과자류,피자,100g,250,,12.96,,2.78,443,식품의약품안전처
D202-120000000-1559,피자_페파로니 피자 치즈크러스트 (R),빵 및 과자류,피자,100g,241,,12.9,,3.23,449,식품의약품안전처
D202-120000000-1558,피자_페파로니 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,241,,13.33,,3.33,448,식품의약품안전처
D202-120000000-1557,피자_페파로니 피자 체다크림크러스트 (R),빵 및 과자류,피자,100g,248,,11.96,,5.43,487,식품의약품안전처
D202-120000000-1556,피자_페파로니 피자 체다크림크러스트 (L),빵 및 과자류,피자,100g,245,,12.4,,4.96,485,식품의약품안전처
D202-120000000-1555,피자_페파로니 피자 씬 (R),빵 및 과자류,피자,100g,259,,12.5,,3.57,436,식품의약품안전처
D202-120000000-1554,피자_페파로니 피자 씬 (L),빵 및 과자류,피자,100g,260,,13.33,,2.67,444,식품의약품안전처
D202-120000000-1553,피자_페파로니 피자 백미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,232,,12.35,,4.94,505,식품의약품안전처
D202-120000000-1552,피자_페파로니 피자 백미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,238,,13.39,,5.36,505,식품의약품안전처
D202-120000000-1551,피자_페파로니 피자 백미스크린 (R),빵 및 과자류,피자,100g,243,,12.86,,5.71,503,식품의약품안전처
D202-120000000-1550,피자_페파로니 피자 백미스크린 (L),빵 및 과자류,피자,100g,248,,13,,6,505,식품의약품안전처
D202-120000000-1548,피자_페파로니 피자 밀스크린치즈크러스트 (R),빵 및 과자류,피자,100g,237,,13.1,,2.38,512,식품의약품안전처
D202-120000000-1547,피자_페파로니 피자 밀스크린치즈크러스트 (L),빵 및 과자류,피자,100g,244,,12.93,,2.59,514,식품의약품안전처
D202-120000000-1546,피자_페파로니 피자 밀스크린체다크림크러스트 (R),빵 및 과자류,피자,100g,246,,12.2,,4.88,560,식품의약품안전처
D202-120000000-1545,피자_페파로니 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,피자,100g,251,,12.93,,5.17,556,식품의약품안전처
D202-120000000-1544,피자_페파로니 피자 밀스크린고구마크러스트 (R),빵 및 과자류,피자,100g,243,,10.98,,4.88,466,식품의약품안전처
D202-120000000-1543,피자_페파로니 피자 밀스크린고구마크러스트 (L),빵 및 과자류,피자,100g,247,,12.07,,4.31,472,식품의약품안전처
D202-120000000-1542,피자_페파로니 피자 밀스크린 (R),빵 및 과자류,피자,100g,251,,12.5,,2.78,517,식품의약품안전처
D202-120000000-1541,피자_페파로니 피자 밀스크린 (L),빵 및 과자류,피자,100g,254,,13.46,,2.88,515,식품의약품안전처
D202-120000000-1540,피자_페파로니 피자 고구마크러스트 (R),빵 및 과자류,피자,100g,243,,10.87,,4.35,402,식품의약품안전처
D202-120000000-1539,피자_페파로니 피자 고구마크러스트 (L),빵 및 과자류,피자,100g,244,,11.67,,4.17,408,식품의약품안전처
D202-120000000-1538,피자_페파로니 피자 (XL),빵 및 과자류,피자,100g,273,,10.61,,3.35,399,식품의약품안전처
D202-120000000-1537,피자_페파로니 피자 (L),빵 및 과자류,피자,100g,294,,14.94,,4.35,632,식품의약품안전처
D202-120000000-1535,피자_페파로니 시카고 피자,빵 및 과자류,피자,100g,288,25.17,14.97,10.88,0.68,285,식품의약품안전처
D202-120000000-4781,피자_페이보릿포 피자 (L),빵 및 과자류,피자,100g,256,,10.64,,5.32,522,식품의약품안전처
D202-120000000-4780,피자_페이보릿포 피자,빵 및 과자류,피자,100g,225,,9.2,,5.75,467,식품의약품안전처
D202-120000000-3543,피자_페스티벌 피자 치즈링 (R),빵 및 과자류,피자,100g,249,,15.32,,6.45,498,식품의약품안전처
D202-120000000-3542,피자_페스티벌 피자 치즈링 (L),빵 및 과자류,피자,100g,250,,14.78,,6.09,497,식품의약품안전처
D202-120000000-3541,피자_페스티벌 피자 씬바샤삭 (R),빵 및 과자류,피자,100g,280,,15.57,,5.74,444,식품의약품안전처
D202-120000000-3540,피자_페스티벌 피자 씬바샤삭 (L),빵 및 과자류,피자,100g,278,,13.95,,6.2,437,식품의약품안전처
D202-120000000-3539,피자_페스티벌 피자 석쇠 (R),빵 및 과자류,피자,100g,251,,14.02,,7.48,445,식품의약품안전처
D202-120000000-3538,피자_페스티벌 피자 석쇠 (L),빵 및 과자류,피자,100g,251,,14,,7,445,식품의약품안전처
D202-120000000-3537,피자_페스티벌 피자 리코타링 (R),빵 및 과자류,피자,100g,259,,14.17,,7.5,473,식품의약품안전처
D202-120000000-3536,피자_페스티벌 피자 리코타링 (L),빵 및 과자류,피자,100g,260,,14.29,,7.14,473,식품의약품안전처
D202-120000000-3535,피자_페스티벌 피자 골드스윗 (R),빵 및 과자류,피자,100g,257,,12.98,,7.63,427,식품의약품안전처
D202-120000000-3534,피자_페스티벌 피자 골드스윗 (L),빵 및 과자류,피자,100g,261,,13.82,,7.32,431,식품의약품안전처
D202-120000000-3532,피자_펍스리라차 피자,빵 및 과자류,피자,100g,241,,12.36,,4.03,441,식품의약품안전처
D202-120000000-4779,피자_퍼펙트골드밀스크린고구마크러스트(R),빵 및 과자류,피자,100g,214,,11.13,,5.01,422,식품의약품안전처
D202-120000000-4778,피자_퍼펙트골드밀스크린고구마크러스트(L),빵 및 과자류,피자,100g,217,,11.3,,4.78,429,식품의약품안전처
D202-120000000-4777,피자_퍼펙트골드고구마크러스트(R),빵 및 과자류,피자,100g,217,,11.21,,4.9,375,식품의약품안전처
D202-120000000-4776,피자_퍼펙트골드고구마크러스트(L),빵 및 과자류,피자,100g,215,,11.39,,4.84,376,식품의약품안전처
D202-120000000-1534,피자_퍼펙트골드 피자 밀스크린고구마크러스트 (R),빵 및 과자류,피자,100g,213,,11.43,,4.76,421,식품의약품안전처
D202-120000000-1533,피자_퍼펙트골드 피자 밀스크린고구마크러스트 (L),빵 및 과자류,피자,100g,219,,11.35,,4.96,428,식품의약품안전처
D202-120000000-1532,피자_퍼펙트골드 피자 고구마크러스트 (R),빵 및 과자류,피자,100g,217,,11.3,,5.22,374,식품의약품안전처
D202-120000000-1531,피자_퍼펙트골드 피자 고구마크러스트 (L),빵 및 과자류,피자,100g,217,,13.1,,6.21,377,식품의약품안전처
D202-120000000-3527,피자_패티크러쉬 피자 (L),빵 및 과자류,피자,100g,254,,13.15,,4.04,414,식품의약품안전처
D202-120000000-4775,피자_팔자피자 (XL),빵 및 과자류,피자,100g,270,,10.98,,4,400,식품의약품안전처
D202-120000000-4774,피자_팔자피자 (R),빵 및 과자류,피자,100g,242,,10.83,,5.2,444,식품의약품안전처
D202-120000000-4773,피자_팔자피자 (L),빵 및 과자류,피자,100g,256,,10.98,,4.29,395,식품의약품안전처
D202-120000000-4772,피자_팔도피자 (XL),빵 및 과자류,피자,100g,225,,13.24,,2.41,341,식품의약품안전처
D202-120000000-4771,피자_팔도피자 (L),빵 및 과자류,피자,100g,226,,13.16,,2.37,341,식품의약품안전처
D202-120000000-3526,피자_팔도 피자 (R),빵 및 과자류,피자,100g,226,,13.15,,2.37,337,식품의약품안전처
D202-120000000-1524,피자_팔도 피자 (L),빵 및 과자류,피자,100g,226,,13.68,,2.11,347,식품의약품안전처
D202-120000000-4770,피자_파인애플피자,빵 및 과자류,피자,100g,220,,9.32,,11.87,293,식품의약품안전처
D202-120000000-1522,피자_파인애플떡갈비 피자 (R),빵 및 과자류,피자,100g,240,,12.2,,8.94,358,식품의약품안전처
D202-120000000-1521,피자_파인애플떡갈비 피자 (L),빵 및 과자류,피자,100g,241,,11.89,,4.2,357,식품의약품안전처
D202-120000000-3523,피자_파인애플 피자 (R),빵 및 과자류,피자,100g,227,,8.37,,9.79,285,식품의약품안전처
D202-120000000-3525,피자_파인애플 피자 (L),빵 및 과자류,피자,100g,241,,12.79,,6.98,491,식품의약품안전처
D202-120000000-3524,피자_파인애플 피자,빵 및 과자류,피자,100g,219,28.81,9.32,,11.86,293,식품의약품안전처
D202-120000000-4769,피자_파인애플 (R),빵 및 과자류,피자,100g,199,,7.94,,9.52,264,식품의약품안전처
D202-120000000-4768,피자_파인애플 (L),빵 및 과자류,피자,100g,206,,7.86,,8.57,271,식품의약품안전처
D202-120000000-1520,피자_파스트라미 피자 (L),빵 및 과자류,피자,100g,137,,3.57,,1.9,186,식품의약품안전처
D202-120000000-3521,피자_트윈폴더 피자 씬 (R),빵 및 과자류,피자,100g,242,,13.21,,4.72,373,식품의약품안전처
D202-120000000-3520,피자_트윈폴더 피자 씬 (L),빵 및 과자류,피자,100g,241,,13.53,,5.26,372,식품의약품안전처
D202-120000000-4767,피자_트리플콤보흑미치즈크러스트(R),빵 및 과자류,피자,100g,211,,11.1,,3.53,345,식품의약품안전처
D202-120000000-4766,피자_트리플콤보흑미치즈크러스트(L),빵 및 과자류,피자,100g,215,,12.98,,4.21,389,식품의약품안전처
D202-120000000-4765,피자_트리플콤보흑미스크린(R),빵 및 과자류,피자,100g,217,,10.52,,3.69,320,식품의약품안전처
D202-120000000-4764,피자_트리플콤보흑미스크린(L),빵 및 과자류,피자,100g,220,,12.74,,4.38,375,식품의약품안전처
D202-120000000-4763,피자_트리플콤보팬(R),빵 및 과자류,피자,100g,230,,10.8,,2.46,327,식품의약품안전처
D202-120000000-4762,피자_트리플콤보팬(L),빵 및 과자류,피자,100g,228,,12.88,,3.08,375,식품의약품안전처
D202-120000000-4761,피자_트리플콤보치즈크러스트(R),빵 및 과자류,피자,100g,224,,11.29,,2.45,349,식품의약품안전처
D202-120000000-4760,피자_트리플콤보치즈크러스트(L),빵 및 과자류,피자,100g,223,,13.1,,3.02,388,식품의약품안전처
D202-120000000-4759,피자_트리플콤보체다크림크러스트(R),빵 및 과자류,피자,100g,229,,10.41,,4.29,378,식품의약품안전처
D202-120000000-4758,피자_트리플콤보체다크림크러스트(L),빵 및 과자류,피자,100g,227,,12.34,,4.73,418,식품의약품안전처
D202-120000000-4757,피자_트리플콤보씬(R),빵 및 과자류,피자,100g,231,,10.66,,2.34,287,식품의약품안전처
D202-120000000-4756,피자_트리플콤보씬(L),빵 및 과자류,피자,100g,228,,13.45,,3.18,354,식품의약품안전처
D202-120000000-4755,피자_트리플콤보백미치즈크러스트(R),빵 및 과자류,피자,100g,215,,11.16,,4.37,385,식품의약품안전처
D202-120000000-4754,피자_트리플콤보백미치즈크러스트(L),빵 및 과자류,피자,100g,220,,13.05,,5.11,432,식품의약품안전처
D202-120000000-4753,피자_트리플콤보백미스크린(R),빵 및 과자류,피자,100g,222,,10.59,,4.64,365,식품의약품안전처
D202-120000000-4752,피자_트리플콤보백미스크린(L),빵 및 과자류,피자,100g,225,,12.82,,5.37,422,식품의약품안전처
D202-120000000-4751,피자_트리플콤보밀스크린치즈크러스트(R),빵 및 과자류,피자,100g,221,,11.21,,2.32,395,식품의약품안전처
D202-120000000-4750,피자_트리플콤보밀스크린치즈크러스트(L),빵 및 과자류,피자,100g,226,,13.06,,2.91,442,식품의약품안전처
D202-120000000-4749,피자_트리플콤보밀스크린(R),빵 및 과자류,피자,100g,228,,10.66,,2.32,377,식품의약품안전처
D202-120000000-4748,피자_트리플콤보밀스크린(L),빵 및 과자류,피자,100g,231,,12.83,,2.96,433,식품의약품안전처
D202-120000000-4747,피자_트리플콤보고구마크러스트(R),빵 및 과자류,피자,100g,227,,9.95,,3.8,308,식품의약품안전처
D202-120000000-4746,피자_트리플콤보고구마크러스트(L),빵 및 과자류,피자,100g,225,,11.92,,4.28,353,식품의약품안전처
D202-120000000-1519,피자_트리플콤보 피자 흑미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,209,,11.22,,3.06,341,식품의약품안전처
D202-120000000-1518,피자_트리플콤보 피자 흑미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,215,,13.14,,4.38,388,식품의약품안전처
D202-120000000-1517,피자_트리플콤보 피자 흑미스크린 (R),빵 및 과자류,피자,100g,217,,10.47,,3.49,321,식품의약품안전처
D202-120000000-1516,피자_트리플콤보 피자 흑미스크린 (L),빵 및 과자류,피자,100g,221,,12.8,,4.8,377,식품의약품안전처
D202-120000000-1515,피자_트리플콤보 피자 팬 (R),빵 및 과자류,피자,100g,231,,11.22,,2.04,329,식품의약품안전처
D202-120000000-1514,피자_트리플콤보 피자 치즈크러스트 (R),빵 및 과자류,피자,100g,222,,10.91,,2.73,345,식품의약품안전처
D202-120000000-1513,피자_트리플콤보 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,222,,13.1,,2.76,386,식품의약품안전처
D202-120000000-1512,피자_트리플콤보 피자 체다크림크러스트 (R),빵 및 과자류,피자,100g,230,,10.19,,4.63,379,식품의약품안전처
D202-120000000-1511,피자_트리플콤보 피자 체다크림크러스트 (L),빵 및 과자류,피자,100g,226,,12.33,,4.79,416,식품의약품안전처
D202-120000000-1510,피자_트리플콤보 피자 씬 (R),빵 및 과자류,피자,100g,231,,11.11,,2.78,286,식품의약품안전처
D202-120000000-1509,피자_트리플콤보 피자 씬 (L),빵 및 과자류,피자,100g,228,,13,,3,354,식품의약품안전처
D202-120000000-1508,피자_트리플콤보 피자 백미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,214,,11.34,,4.12,382,식품의약품안전처
D202-120000000-1507,피자_트리플콤보 피자 백미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,219,,13.14,,5.11,428,식품의약품안전처
D202-120000000-1506,피자_트리플콤보 피자 백미스크린 (R),빵 및 과자류,피자,100g,221,,10.47,,4.65,364,식품의약품안전처
D202-120000000-1505,피자_트리플콤보 피자 백미스크린 (L),빵 및 과자류,피자,100g,225,,12.8,,5.6,422,식품의약품안전처
D202-120000000-1504,피자_트리플콤보 피자 밀스크린치즈크러스트 (R),빵 및 과자류,피자,100g,219,,11,,2,391,식품의약품안전처
D202-120000000-1503,피자_트리플콤보 피자 밀스크린치즈크러스트 (L),빵 및 과자류,피자,100g,224,,12.77,,2.84,438,식품의약품안전처
D202-120000000-1502,피자_트리플콤보 피자 밀스크린체다크림크러스트 (R),빵 및 과자류,피자,100g,228,,10.2,,4.08,430,식품의약품안전처
D202-120000000-1501,피자_트리플콤보 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,피자,100g,230,,12.06,,4.96,472,식품의약품안전처
D202-120000000-1500,피자_트리플콤보 피자 밀스크린고구마크러스트 (R),빵 및 과자류,피자,100g,224,,10.2,,4.08,350,식품의약품안전처
D202-120000000-1499,피자_트리플콤보 피자 밀스크린고구마크러스트 (L),빵 및 과자류,피자,100g,227,,12.06,,4.26,404,식품의약품안전처
D202-120000000-1498,피자_트리플콤보 피자 밀스크린 (R),빵 및 과자류,피자,100g,228,,10.23,,2.27,380,식품의약품안전처
D202-120000000-1497,피자_트리플콤보 피자 밀스크린 (L),빵 및 과자류,피자,100g,231,,13.18,,3.1,432,식품의약품안전처
D202-120000000-1496,피자_트리플콤보 피자 고구마크러스트 (R),빵 및 과자류,피자,100g,227,,10.19,,3.7,307,식품의약품안전처
D202-120000000-1495,피자_트리플콤보 피자 고구마크러스트 (L),빵 및 과자류,피자,100g,225,,11.72,,4.14,352,식품의약품안전처
D202-120340000-0122,피자_트리플치즈피자 (1인),빵 및 과자류,피자,100g,268,,14.87,,4.2,542,식품의약품안전처
D202-120000000-3500,피자_트리플치즈프라이 피자 (L),빵 및 과자류,피자,100g,284,,10.22,,4.38,369,식품의약품안전처
D202-120000000-1494,피자_트리플바비큐 피자 (L),빵 및 과자류,피자,100g,255,,14.67,,6,578,식품의약품안전처
D202-120000000-1493,피자_트리플미트 피자 (L),빵 및 과자류,피자,100g,199,,9.12,,8.66,386,식품의약품안전처
D202-120340000-0121,피자_트리플 치즈크래프티드 플래츠 (P),빵 및 과자류,피자,100g,297,,14.48,,3.13,689,식품의약품안전처
D202-120000000-1492,피자_트리플 치즈 비프 피자,빵 및 과자류,피자,100g,303,,14.14,,4.76,542,식품의약품안전처
D202-120420000-0087,피자_트러플포테이토피자,빵 및 과자류,피자,100g,245,,10.94,,1.84,571,식품의약품안전처
D202-120000000-1491,피자_트러플포테이토 피자,빵 및 과자류,피자,100g,245,30.39,10.78,8.82,1.96,571,식품의약품안전처
D202-120000000-1490,피자_트러플베지테리안 피자 치즈캡 (R),빵 및 과자류,피자,100g,248,,14.02,,3.66,423,식품의약품안전처
D202-120000000-1489,피자_트러플베지테리안 피자 치즈캡 (L),빵 및 과자류,피자,100g,259,,13.46,,3.85,525,식품의약품안전처
D202-120000000-1488,피자_트러플베지테리안 피자 오리진 (R),빵 및 과자류,피자,100g,243,,12.06,,4.26,377,식품의약품안전처
D202-120000000-1487,피자_트러플베지테리안 피자 오리진 (L),빵 및 과자류,피자,100g,257,,12.57,,4.37,507,식품의약품안전처
D202-120000000-3499,피자_트러플베이컨 피자 (L),빵 및 과자류,피자,100g,275,,11.58,,6.86,350,식품의약품안전처
D202-120000000-1486,피자_트러플버섯 피자바이트 (L),빵 및 과자류,피자,100g,253,,12.53,,5.37,488,식품의약품안전처
D202-120000000-1485,피자_트러플버섯 피자 (L),빵 및 과자류,피자,100g,259,,13.45,,4.45,475,식품의약품안전처
D202-120000000-4745,피자_트러플바질알리고피자 치즈크러스트 (M),빵 및 과자류,피자,100g,263,,12.13,,2.76,503,식품의약품안전처
D202-120000000-4744,피자_트러플바질알리고피자 치즈크러스트 (L),빵 및 과자류,피자,100g,270,,12.24,,2.22,504,식품의약품안전처
D202-120000000-4743,피자_트러플바질알리고피자 리치골드크러스트 (M),빵 및 과자류,피자,100g,255,,12.13,,4.47,495,식품의약품안전처
D202-120000000-4742,피자_트러플바질알리고피자 리치골드크러스트 (L),빵 및 과자류,피자,100g,253,,17.94,,4.17,528,식품의약품안전처
D202-120000000-4741,피자_트러플바질알리고피자 (M),빵 및 과자류,피자,100g,256,,11.7,,4.05,475,식품의약품안전처
D202-120000000-4740,피자_트러플바질알리고피자 (L),빵 및 과자류,피자,100g,262,,12.33,,3.68,486,식품의약품안전처
D202-120000000-4739,피자_트러플머쉬룸피자,빵 및 과자류,피자,100g,218,,10.47,,1.94,377,식품의약품안전처
D202-120000000-3496,피자_트러플머쉬룸 피자,빵 및 과자류,피자,100g,226,29.57,10.42,7.29,2.08,435,식품의약품안전처
D202-120180000-0115,피자_트러플 불고기크래프티드 플래츠 (P),빵 및 과자류,피자,100g,262,,13.03,,3.23,622,식품의약품안전처
D202-120000000-4738,피자_투움바피자바이트,빵 및 과자류,피자,100g,233,,10.42,,4.51,423,식품의약품안전처
D202-120000000-4737,피자_투움바피자,빵 및 과자류,피자,100g,233,,10.68,,3.61,398,식품의약품안전처
D202-120000000-1484,피자_투움바파스타 피자바이트 (L),빵 및 과자류,피자,100g,233,,10.42,,4.51,423,식품의약품안전처
D202-120000000-1483,피자_투움바파스타 피자 (L),빵 및 과자류,피자,100g,233,,10.68,,3.61,399,식품의약품안전처
D202-120180000-0114,피자_통새우불고기(XL),빵 및 과자류,피자,100g,234,,14.18,,3.69,324,식품의약품안전처
